property_type,sector,bedRoom,bathroom,built_up_area,study room,servant room,store room
0.0,101.0,2.0,2,1103.0,0,0,0
1.0,54.0,4.0,5,3195.0,1,1,1
0.0,88.0,3.0,3,2176.0,0,1,0
1.0,19.0,1.6666666666666667,4,785.0,1,1,0
0.0,78.0,3.0,3,1419.0,0,0,0
0.0,80.0,3.0,3,1765.0,0,1,1
0.0,66.0,3.0,4,2077.0,0,0,0
1.0,31.0,5.0,5,1350.0,0,0,0
0.0,111.0,3.0,3,1780.0,0,0,0
0.0,92.0,3.0,4,1900.0,0,1,0
1.0,55.0,3.0,3,2000.0,0,1,1
1.0,62.0,5.0,4,1548.0,0,1,1
0.0,85.0,2.0,2,1300.0,0,0,0
0.0,101.0,3.0,3,1923.0,1,1,0
1.0,47.0,2.0,1,500.0,0,0,0
0.0,99.0,3.0,3,1674.0,0,0,0
0.0,39.0,2.0,2,1100.0,0,0,0
1.0,11.0,4.0,5,2214.0,0,1,0
0.0,93.0,4.0,5,2535.0,0,0,0
1.0,33.0,2.0,2,1450.0,0,0,1
0.0,33.0,4.0,5,3406.0,0,1,0
0.0,74.0,3.0,3,1800.0,1,1,1
0.0,80.0,3.0,2,1078.0,0,0,0
1.0,53.0,3.0,9,1935.0,0,0,1
0.0,92.0,2.0,2,1223.0,1,0,0
0.0,10.0,3.0,4,2003.0,0,0,0
0.0,105.0,3.0,3,1415.0,0,0,0
1.0,63.0,8.0,8,2471.0,0,0,0
1.0,19.0,1.0,1,936.0,0,0,0
0.0,99.0,3.0,2,1463.0,1,0,0
1.0,57.0,5.0,6,3240.0,0,0,0
1.0,64.0,4.0,4,1728.0,1,1,1
1.0,52.0,5.0,5,1449.0,0,1,0
0.0,73.0,2.0,2,1482.0,1,0,0
0.0,105.0,1.0,1,336.0,0,0,0
0.0,68.0,2.0,3,1520.0,0,0,1
0.0,63.0,1.0,1,543.0,0,0,0
0.0,44.0,2.0,2,1410.0,0,0,0
0.0,73.0,3.0,3,3027.0,1,1,0
0.0,101.0,3.0,3,1581.0,1,0,0
0.0,89.0,3.0,4,2031.0,0,1,0
0.0,43.0,3.0,3,1845.0,1,1,0
0.0,103.0,3.0,4,1493.0,0,1,0
0.0,55.0,5.0,5,3724.0,1,1,0
0.0,50.0,4.0,4,2570.0,0,1,0
0.0,89.0,3.0,3,1176.0,0,0,1
0.0,72.0,2.0,2,1372.0,0,0,0
1.0,67.0,2.5,5,120.0,0,0,0
0.0,10.0,3.0,3,2072.0,0,0,0
0.0,105.0,3.0,2,1091.0,0,0,0
0.0,89.0,2.0,4,1223.0,0,0,0
1.0,52.0,8.0,8,2385.0,1,0,0
1.0,24.0,4.0,4,4494.0,0,1,1
0.0,103.0,4.0,4,2214.0,0,0,0
0.0,43.0,3.0,3,1537.0,0,0,0
0.0,10.0,2.0,2,1250.0,0,0,0
1.0,28.0,9.0,9,4200.0,0,1,0
0.0,103.0,3.0,3,1640.0,0,0,0
1.0,67.0,2.0,4,713.0,0,0,0
0.0,27.0,3.0,4,2517.0,0,0,0
0.0,9.0,3.0,4,1837.0,0,1,0
0.0,76.0,3.0,3,1551.0,1,0,1
1.0,93.0,4.0,4,3240.0,1,1,0
0.0,9.0,2.0,2,622.0,0,0,0
0.0,94.0,5.0,5,2896.0,1,0,0
1.0,25.0,6.0,4,4000.0,0,0,0
0.0,78.0,3.0,2,1473.0,0,0,0
1.0,25.0,4.0,4,2400.0,0,1,0
0.0,74.0,3.0,3,1950.0,1,0,0
0.0,92.0,2.0,2,704.0,0,0,0
0.0,87.0,3.0,3,1833.0,1,1,0
1.0,79.0,2.0,2,1800.0,0,0,0
0.0,73.0,3.0,5,4271.0,0,1,0
0.0,96.0,3.0,3,1652.0,1,0,0
1.0,33.0,3.0,2,1800.0,0,0,0
0.0,25.0,3.0,4,1738.0,0,1,0
0.0,5.0,4.0,6,2729.0,0,1,0
0.0,6.0,2.0,2,877.0,0,0,0
0.0,105.0,2.0,2,905.0,0,0,0
0.0,14.0,4.0,4,3077.0,0,1,0
0.0,4.0,2.0,2,828.0,0,0,0
0.0,73.0,3.0,3,1650.0,1,1,0
0.0,43.0,2.0,2,925.0,0,0,0
0.0,63.0,3.0,2,2250.0,0,0,0
0.0,85.0,2.0,2,1300.0,0,0,1
1.0,31.0,5.0,6,4518.0,0,1,1
0.0,40.0,2.0,2,654.0,0,0,0
0.0,97.0,4.0,4,2500.0,0,1,0
0.0,11.0,4.0,5,2851.0,0,1,0
0.0,111.0,2.0,2,913.0,0,0,0
1.0,79.0,4.0,4,345.0,1,0,1
0.0,105.0,4.0,5,1717.0,0,1,0
1.0,54.0,4.0,4,3240.0,1,1,1
0.0,95.0,3.0,3,1778.0,0,1,0
0.0,109.0,2.0,2,1133.0,0,0,0
0.0,15.0,2.0,2,789.0,0,0,0
0.0,69.0,2.0,2,1150.0,1,0,0
0.0,54.0,3.0,3,2200.0,0,1,0
1.0,74.0,5.0,5,8067.799999999999,1,1,1
0.0,111.0,2.0,2,528.0,0,0,0
0.0,50.0,3.0,4,2222.0,0,1,0
1.0,53.0,9.0,9,4650.0,0,1,0
0.0,77.0,2.0,2,1311.0,0,0,0
0.0,82.0,2.0,2,1084.0,0,0,0
0.0,3.0,3.0,3,1946.0,0,1,0
0.0,61.0,3.0,3,2558.0,0,0,0
0.0,95.0,3.0,3,1792.0,0,1,0
1.0,33.0,4.0,4,2430.0,0,1,1
1.0,47.0,5.0,4,146.0,0,0,0
0.0,77.0,2.0,2,889.0,0,0,0
0.0,15.0,4.0,5,2670.0,0,1,0
0.0,5.0,2.0,3,1613.0,0,1,0
1.0,81.0,3.0,3,1611.0,0,0,0
0.0,70.0,5.0,7,4990.0,0,1,0
0.0,63.0,3.0,3,1810.0,0,1,0
0.0,107.0,3.0,3,2000.0,0,0,0
0.0,92.0,3.0,3,1800.0,0,1,0
0.0,77.0,2.0,2,1127.0,0,0,0
0.0,78.0,3.0,3,1376.0,0,0,0
0.0,109.0,2.0,2,498.0,0,0,0
0.0,80.0,4.0,5,2114.0,0,1,0
0.0,86.0,2.0,2,844.0,0,0,0
0.0,6.0,1.0,1,301.0,0,0,0
0.0,8.0,3.0,3,2224.0,0,1,0
0.0,80.0,3.0,5,1527.0,0,1,0
0.0,76.0,3.0,3,1346.0,0,0,0
0.0,89.0,2.0,2,1423.0,0,0,0
0.0,89.0,2.0,2,1383.0,0,0,0
1.0,5.0,4.0,3,4000.0,0,0,0
0.0,39.0,2.0,2,1448.0,0,0,0
0.0,63.0,3.0,3,1719.0,0,0,0
0.0,97.0,3.0,4,1900.0,0,1,0
1.0,90.0,2.0,2,585.0,0,0,0
0.0,55.0,4.0,4,2157.0,0,1,0
0.0,73.0,2.0,2,1433.0,0,0,0
0.0,70.0,4.0,4,4200.0,0,1,0
0.0,95.0,2.0,2,1199.0,0,0,0
0.0,73.0,3.0,4,1833.0,1,1,0
0.0,108.0,4.0,4,2835.0,0,0,0
0.0,72.0,3.0,3,2667.0,0,0,0
1.0,49.0,9.0,9,5000.0,1,1,1
1.0,111.0,2.0,3,1053.0,1,0,0
0.0,4.0,3.0,3,1315.0,0,1,0
0.0,18.0,4.0,3,3150.0,0,0,0
1.0,49.0,10.0,10,7500.0,1,1,0
0.0,83.0,3.0,4,2140.0,0,1,0
0.0,15.0,4.0,5,2700.0,0,1,0
0.0,98.0,3.0,3,1715.0,0,1,0
0.0,10.0,2.0,2,1468.0,0,0,0
0.0,6.0,4.0,4,2303.0,0,1,0
0.0,11.0,3.0,3,1466.0,0,0,0
0.0,92.0,4.0,4,6268.0,0,1,0
0.0,35.0,3.0,2,1000.0,0,0,0
1.0,50.0,7.0,8,9000.0,0,1,1
0.0,83.0,4.0,4,4000.0,0,1,0
0.0,39.0,3.0,4,1421.0,0,1,0
0.0,97.0,2.0,2,1250.0,0,0,0
0.0,9.0,2.0,2,494.0,0,0,0
0.0,4.0,3.0,3,1300.0,0,1,0
0.0,92.0,3.0,3,1780.0,0,0,0
1.0,75.0,3.0,3,278.0,0,0,0
0.0,21.0,4.0,3,1444.0,0,0,0
0.0,75.0,3.0,3,2048.0,0,0,1
0.0,35.0,2.0,2,600.0,0,0,0
0.0,103.0,3.0,3,1557.0,0,0,0
0.0,6.0,3.0,3,2217.0,0,1,0
0.0,103.0,2.0,2,1199.0,1,0,0
1.0,13.0,5.0,4,1850.0,0,0,1
0.0,46.0,5.0,4,3556.0,0,1,0
0.0,85.0,2.0,2,1556.0,0,0,0
0.0,87.0,2.0,2,1180.0,0,0,0
0.0,5.0,2.0,2,1222.0,0,0,0
0.0,41.0,1.0,1,600.0,0,0,0
1.0,19.0,10.0,5,8100.0,0,0,0
0.0,75.0,1.0,1,826.0,0,0,0
0.0,27.0,2.0,2,1249.0,0,0,0
1.0,34.0,3.0,3,210.0,0,0,0
0.0,61.0,3.0,3,1382.0,0,0,0
1.0,62.0,6.0,4,2700.0,0,1,0
0.0,10.0,4.0,4,2500.0,0,1,0
0.0,104.0,2.0,2,1186.0,0,0,0
0.0,57.0,3.0,3,2400.0,0,1,0
0.0,78.0,2.0,1,667.0,0,0,0
1.0,39.0,3.0,2,900.0,0,0,0
0.0,74.0,3.0,4,1700.0,0,1,0
1.0,64.0,9.0,9,2660.0,0,1,0
1.0,106.0,3.0,2,1152.0,0,0,0
1.0,29.0,10.0,9,5018.0,0,0,0
0.0,8.0,1.0,1,567.0,0,0,0
0.0,2.0,3.0,3,1900.0,0,1,0
0.0,97.0,3.0,4,1450.0,0,1,0
0.0,6.0,4.0,4,2851.0,0,1,0
0.0,96.0,2.0,2,565.0,0,0,0
0.0,105.0,4.0,5,2453.0,0,1,0
0.0,92.0,3.0,3,1650.0,0,1,0
1.0,47.0,2.0,1,624.0,0,0,1
0.0,96.0,2.0,2,1222.0,1,0,0
0.0,44.0,2.0,2,1276.0,0,0,0
0.0,75.0,3.0,4,2225.0,0,1,1
0.0,81.0,3.0,3,1600.0,0,0,0
1.0,64.0,6.0,6,2700.0,1,1,1
0.0,74.0,2.0,3,1330.0,0,1,0
1.0,25.0,5.0,5,4550.0,0,0,0
0.0,89.0,2.0,2,1385.0,1,0,0
0.0,41.0,1.0,1,319.0,0,0,0
0.0,20.0,4.0,5,2200.0,1,1,0
0.0,57.0,4.0,4,3395.0,0,0,0
0.0,10.0,3.0,3,1500.0,0,1,0
0.0,50.0,3.0,3,1233.0,0,0,1
0.0,76.0,4.0,4,1991.0,0,0,0
1.0,34.0,2.5,4,981.0,0,0,0
1.0,39.0,6.0,6,4914.0,0,0,0
0.0,3.0,4.0,4,1956.0,0,0,0
0.0,82.0,1.0,1,450.0,0,0,0
0.0,9.0,3.0,4,2137.0,0,1,0
0.0,78.0,3.0,4,1674.0,0,0,0
0.0,103.0,4.0,4,2139.0,0,1,1
1.0,35.0,3.0,4,900.0,0,0,0
0.0,4.0,2.0,2,817.0,0,0,0
0.0,87.0,3.0,4,1582.0,0,1,0
0.0,81.0,4.0,3,2111.0,0,0,1
0.0,61.0,3.0,3,2100.0,0,1,0
0.0,87.0,4.0,4,1800.0,1,1,0
0.0,96.0,2.0,2,1149.0,0,0,0
0.0,98.0,3.0,4,1740.0,0,1,0
0.0,94.0,3.0,2,1667.0,1,0,0
0.0,97.0,2.0,2,1075.0,0,0,0
0.0,83.0,3.0,3,2000.0,0,1,0
0.0,96.0,2.0,2,1457.0,1,0,0
0.0,87.0,3.0,3,1822.0,0,0,0
0.0,61.0,3.0,4,1607.0,0,1,0
1.0,25.0,3.0,4,900.0,0,0,0
0.0,93.0,2.0,2,1294.0,1,0,0
0.0,39.0,3.0,3,1697.0,0,0,0
0.0,80.0,2.0,2,1500.0,1,0,0
0.0,111.0,2.0,2,743.0,0,0,0
0.0,89.0,3.0,3,1154.0,1,0,0
0.0,92.0,3.0,3,1650.0,0,0,0
1.0,11.0,4.0,5,7000.0,0,0,0
0.0,109.0,2.0,2,1368.0,1,0,0
0.0,94.0,3.0,3,1668.0,0,0,0
0.0,75.0,3.0,3,2047.0,0,0,0
1.0,60.0,5.0,5,2646.0,0,0,0
0.0,55.0,5.0,4,3219.0,1,1,0
0.0,81.0,3.0,3,2150.0,0,0,0
0.0,92.0,3.0,3,1600.0,1,1,0
0.0,111.0,2.0,2,650.0,0,0,0
1.0,14.0,3.0,2,120.0,0,0,0
0.0,17.0,3.0,3,1806.0,0,0,0
0.0,17.0,3.0,4,2217.0,0,1,0
0.0,17.0,2.0,2,1350.0,1,0,0
0.0,87.0,3.0,3,1600.0,0,0,0
0.0,5.0,3.0,3,1741.0,0,0,0
0.0,68.0,2.0,3,1403.0,1,0,0
0.0,63.0,3.0,3,2131.0,1,0,0
0.0,15.0,4.0,5,2670.0,0,1,0
0.0,73.0,2.0,2,812.0,1,0,0
0.0,101.0,2.0,2,804.0,1,0,0
0.0,80.0,2.0,2,1222.0,1,0,0
0.0,55.0,3.0,3,1840.0,0,0,0
0.0,95.0,4.0,4,1970.0,0,1,0
0.0,89.0,3.0,4,2629.0,0,1,0
0.0,54.0,4.0,5,2167.0,0,0,0
0.0,75.0,3.0,4,2123.0,0,1,0
1.0,35.0,2.0,1,500.0,0,0,0
0.0,105.0,3.0,2,1661.0,0,0,0
0.0,97.0,3.0,3,1825.0,0,0,0
0.0,17.0,3.0,3,2599.0,1,1,0
0.0,88.0,2.0,2,1115.0,0,0,1
0.0,78.0,4.0,5,2172.0,0,1,0
0.0,55.0,3.0,4,2061.0,1,0,0
1.0,25.0,4.0,4,1557.0,0,0,0
0.0,9.0,4.0,5,2505.0,0,1,0
0.0,61.0,3.0,3,1900.0,0,1,0
0.0,94.0,4.0,4,3902.0,1,1,1
1.0,64.0,3.0,3,1650.0,0,0,1
0.0,111.0,2.0,2,1148.0,0,0,0
0.0,4.0,3.0,3,1644.0,0,0,0
0.0,10.0,3.0,3,1460.0,0,0,0
0.0,44.0,3.0,3,1450.0,0,0,0
0.0,54.0,3.0,3,2000.0,1,1,0
0.0,101.0,2.0,2,1371.0,1,0,0
0.0,39.0,3.0,3,1619.0,0,0,0
0.0,110.0,4.0,3,2007.0,0,1,0
1.0,57.0,4.0,4,3060.0,1,1,0
0.0,82.0,3.0,4,1577.0,1,1,0
0.0,89.0,3.0,3,1423.0,0,0,0
0.0,92.0,2.0,2,700.0,0,0,0
1.0,34.0,4.0,1,603.0,0,0,0
1.0,30.0,5.0,5,2700.0,1,1,1
0.0,87.0,3.0,3,1810.0,0,1,0
1.0,45.0,4.5,9,4800.0,0,0,1
0.0,111.0,3.0,2,1210.723472,0,0,0
0.0,57.0,3.0,3,2600.0,0,1,0
0.0,66.0,3.0,3,2738.0,0,1,0
0.0,73.0,3.0,4,3355.0,0,0,0
1.0,55.0,3.0,3,1900.0,0,0,1
0.0,76.0,2.0,2,581.0,0,0,0
0.0,96.0,3.0,3,1652.0,0,0,0
0.0,103.0,4.0,4,2139.0,0,1,0
1.0,102.0,3.0,3,2367.0,0,0,0
0.0,10.0,4.0,5,2343.0,0,0,0
1.0,7.0,2.0,2,450.0,0,0,0
0.0,73.0,3.0,3,1650.0,0,1,1
0.0,65.0,2.0,2,1432.0,1,0,0
0.0,92.0,1.0,1,444.0,0,0,0
0.0,111.0,1.0,1,378.0,0,0,0
0.0,89.0,3.0,3,2161.0,0,0,0
1.0,18.0,1.6666666666666667,5,2052.0,0,0,0
0.0,55.0,3.0,3,1471.12,0,0,1
0.0,6.0,3.0,3,1365.0,0,0,0
0.0,9.0,2.0,2,615.0,0,0,0
0.0,4.0,2.0,2,1230.0,0,0,0
1.0,67.0,3.0,2,612.0,0,0,0
1.0,75.0,5.0,3,200.0,0,0,0
1.0,62.0,1.8,9,1125.0,0,0,0
0.0,60.0,4.0,4,2477.0,0,0,0
0.0,111.0,2.0,2,1367.0,0,0,0
0.0,97.0,2.0,2,1484.0,0,0,0
1.0,25.0,6.0,4,1557.0,0,0,0
0.0,89.0,3.0,4,2141.0,0,1,0
0.0,105.0,3.0,3,1281.0,0,0,0
0.0,111.0,2.0,2,1131.0,1,0,0
0.0,10.0,3.0,4,1500.29,0,1,0
0.0,44.0,4.0,3,1808.0,0,0,0
0.0,10.0,2.0,2,1250.0,0,0,0
0.0,73.0,3.0,3,1556.0,0,0,1
0.0,16.0,2.0,3,2441.0,1,1,0
0.0,98.0,2.0,2,1339.0,1,0,0
0.0,105.0,4.0,3,1770.0,0,0,0
1.0,79.0,1.6666666666666667,3,963.0,0,0,0
0.0,99.0,3.0,3,2056.0,0,0,0
1.0,31.0,6.0,6,4518.0,1,1,0
0.0,93.0,2.0,2,1299.0,1,0,0
1.0,54.0,4.0,4,3240.0,0,0,0
0.0,109.0,2.0,2,552.0,0,0,0
0.0,62.0,4.0,3,2000.0,0,0,0
0.0,103.0,2.0,2,1222.0,1,0,0
1.0,112.0,1.0,4,535.0,0,0,0
0.0,105.0,4.0,3,2093.0,0,1,0
0.0,77.0,2.0,2,1460.0,0,0,0
0.0,6.0,2.0,2,1403.0,0,0,0
0.0,103.0,4.0,4,2512.0,0,1,1
1.0,90.0,2.0,3,900.0,0,0,0
0.0,69.0,2.0,2,1150.0,1,0,0
0.0,4.0,3.0,3,1676.0,0,0,0
0.0,89.0,2.0,2,1450.0,1,0,0
1.0,50.0,1.0,1,1242.0,0,0,0
0.0,6.0,4.0,4,2509.0,0,1,0
1.0,11.0,4.0,5,5400.0,0,1,0
0.0,82.0,3.0,4,1577.0,0,1,0
0.0,92.0,4.0,4,2491.0,0,1,0
0.0,69.0,3.0,4,2250.0,0,1,0
1.0,102.0,4.0,3,200.0,0,0,0
0.0,94.0,5.0,6,5711.0,0,1,0
0.0,111.0,3.0,2,1319.0,0,0,0
1.0,57.0,4.0,4,2700.0,0,1,0
0.0,68.0,4.0,5,2534.0,0,1,0
0.0,89.0,2.0,2,1172.0,0,0,0
1.0,11.0,5.0,5,6228.0,0,1,0
0.0,25.0,2.0,2,1416.0,1,0,0
0.0,103.0,3.0,3,1929.0,0,1,0
0.0,78.0,3.0,3,1210.0,0,1,0
0.0,81.0,3.0,4,2350.0,0,1,0
1.0,2.0,3.0,1,1337.4,0,0,0
0.0,85.0,2.0,2,1289.0,0,0,0
0.0,101.0,2.0,2,1228.0,1,0,0
0.0,103.0,3.0,3,1650.0,0,0,0
0.0,95.0,3.0,3,1674.0,1,1,1
1.0,30.0,5.0,6,2700.0,1,1,1
0.0,73.0,3.0,3,3027.0,1,1,0
0.0,78.0,4.0,4,1819.0,0,0,0
0.0,3.0,3.0,3,2200.0,0,0,0
0.0,95.0,3.0,3,1600.0,0,1,0
0.0,97.0,2.0,2,1630.0,0,0,0
0.0,96.0,4.0,4,1896.0,0,1,0
0.0,107.0,2.0,2,1364.0,0,0,0
1.0,81.0,3.0,2,667.0,0,0,0
0.0,81.0,3.0,2,2406.0,0,1,0
0.0,76.0,2.0,2,657.0,0,0,0
0.0,15.0,4.0,4,3056.0,0,0,0
0.0,105.0,3.0,2,1298.0,0,0,0
0.0,77.0,2.0,2,1250.0,0,0,0
0.0,83.0,4.0,4,2509.0,0,1,0
0.0,98.0,3.0,4,2068.0,0,1,0
0.0,70.0,3.0,3,2343.0,0,1,0
0.0,73.0,4.0,4,1975.0,1,1,0
0.0,105.0,2.0,2,1109.0,0,0,0
0.0,87.0,3.0,4,1829.0,0,1,0
0.0,92.0,3.0,3,1650.0,1,1,0
1.0,79.0,2.0,2,126.0,1,0,0
0.0,93.0,3.0,5,2000.0,0,1,0
0.0,68.0,3.0,4,2045.0,0,1,0
0.0,97.0,2.0,2,1400.0,0,0,0
0.0,80.0,2.0,2,1026.0,1,0,0
0.0,81.0,3.0,4,2127.0,0,1,1
0.0,107.0,2.0,2,610.0,0,0,0
1.0,57.0,5.0,5,3240.0,0,1,0
1.0,79.0,5.0,3,1350.0,1,1,0
1.0,54.0,3.0,4,2592.0,1,1,1
0.0,85.0,3.0,3,1938.0,0,1,0
1.0,19.0,10.0,10,400.0,0,0,0
0.0,44.0,3.0,3,1700.0,0,0,0
0.0,80.0,3.0,5,1527.0,0,1,0
0.0,5.0,4.0,6,2602.0,0,1,0
1.0,81.0,4.0,4,6000.0,1,1,1
0.0,43.0,2.0,2,833.0,0,0,0
0.0,38.0,4.0,5,2663.0,1,1,0
1.0,31.0,5.0,5,1800.0,1,1,1
0.0,95.0,3.0,3,1489.0,0,0,0
0.0,109.0,3.0,3,1790.0,0,1,0
0.0,101.0,3.0,3,1480.0,0,0,0
0.0,73.0,3.0,3,1867.0,0,0,0
0.0,81.0,3.0,3,1946.0,0,1,0
0.0,70.0,2.0,2,1500.0,0,0,0
0.0,103.0,2.0,2,1222.0,1,0,0
0.0,73.0,3.0,3,3043.0,1,1,0
0.0,43.0,3.0,3,1697.0,0,0,0
0.0,81.0,3.0,3,1450.0,0,0,0
0.0,17.0,3.0,2,1429.0,0,0,0
0.0,89.0,3.0,3,1200.0,1,0,0
0.0,55.0,3.0,3,1865.0,1,0,0
0.0,95.0,3.0,3,1700.0,0,1,0
0.0,98.0,2.0,2,646.0,0,0,0
1.0,64.0,4.0,5,2700.0,0,1,0
0.0,68.0,4.0,5,2604.0,0,1,0
0.0,97.0,2.0,3,1550.0,0,0,0
1.0,7.0,2.0,4,56.0,0,0,0
1.0,55.0,3.0,3,1386.0,0,0,0
0.0,105.0,3.0,3,833.0,0,0,0
0.0,27.0,3.0,4,2500.0,0,1,0
0.0,96.0,3.0,3,1525.0,0,0,0
0.0,96.0,1.0,1,387.0,0,0,0
0.0,39.0,3.0,4,129.42,0,1,0
1.0,55.0,5.0,5,3456.0,1,1,0
0.0,101.0,3.0,3,1423.0,0,0,0
1.0,59.0,3.0,3,1800.0,0,1,0
0.0,14.0,4.0,5,3077.0,0,1,1
0.0,4.0,3.0,3,1315.0,0,1,0
0.0,17.0,2.0,2,1199.0,0,0,0
1.0,55.0,4.0,4,60.0,0,0,0
1.0,30.0,4.0,3,1800.0,1,0,0
0.0,11.0,3.0,4,1860.0,0,1,0
0.0,93.0,3.0,4,1620.0,0,1,0
1.0,29.0,7.0,5,540.0,0,0,0
1.0,46.0,5.0,5,3660.0,0,0,0
1.0,54.0,4.0,5,4000.0,1,1,0
0.0,44.0,3.0,3,1561.0,0,0,0
0.0,27.0,3.0,3,2069.0,0,0,0
0.0,82.0,3.0,3,1577.0,0,1,0
0.0,103.0,2.0,3,1350.0,0,0,0
0.0,105.0,4.0,3,2533.0,0,1,0
0.0,2.0,3.0,2,1277.0,0,0,0
0.0,101.0,2.0,2,1103.0,1,0,0
0.0,43.0,3.0,3,1834.0,0,1,0
0.0,9.0,3.0,4,1950.0,0,1,0
0.0,97.0,3.0,4,1616.0,0,1,0
0.0,106.0,3.0,4,1350.0,0,0,0
0.0,89.0,3.0,2,1570.0,0,0,0
0.0,6.0,3.0,4,2303.0,0,1,0
0.0,54.0,3.0,3,1895.0,0,0,0
1.0,18.0,2.0,2,166.0,0,0,0
0.0,84.0,3.0,3,1622.0,0,1,0
1.0,56.0,2.0,2,900.0,0,0,0
0.0,103.0,4.0,4,2456.0,0,1,1
0.0,99.0,4.0,4,1745.0,1,1,0
0.0,4.0,2.0,2,1100.0,0,0,0
0.0,95.0,2.0,2,1127.0,0,0,0
0.0,108.0,3.0,4,2516.0,0,1,0
0.0,97.0,3.0,4,2225.0,0,0,0
1.0,13.0,2.0,2,450.0,0,0,0
0.0,111.0,2.0,1,476.0,0,0,0
1.0,50.0,4.0,4,1935.0,0,1,1
1.0,7.0,3.0,2,1200.0,0,0,0
1.0,29.0,7.0,7,3000.0,0,0,0
0.0,21.0,2.0,2,856.0,0,0,0
0.0,57.0,3.0,3,2600.0,0,1,0
0.0,95.0,3.0,4,1667.0,0,1,0
1.0,30.0,3.0,9,11111.0,0,0,0
0.0,111.0,2.0,2,577.0,0,0,0
0.0,10.0,3.0,3,1750.0,0,1,0
1.0,61.0,4.0,4,8036.0,1,1,1
1.0,25.0,8.0,9,7200.0,1,1,0
0.0,97.0,2.0,2,1484.0,0,0,0
0.0,78.0,4.0,4,1783.0,0,0,0
0.0,71.0,3.0,3,1642.0,0,1,0
0.0,10.0,3.0,3,1663.0,0,0,0
0.0,73.0,3.0,4,2754.0,0,1,0
1.0,11.0,5.0,6,3600.0,1,1,1
0.0,80.0,3.0,3,1527.0,0,1,0
0.0,109.0,2.0,2,600.0,0,0,0
0.0,105.0,3.0,2,1131.0,0,0,0
0.0,4.0,2.0,2,1100.0,0,0,0
0.0,111.0,2.0,2,833.0,0,0,0
0.0,44.0,3.0,3,1163.0,0,0,0
0.0,88.0,3.0,3,1900.0,0,1,0
0.0,105.0,4.0,4,2093.0,0,0,0
0.0,103.0,2.0,2,696.0,0,0,0
0.0,105.0,4.0,3,2104.0,0,1,0
1.0,93.0,4.0,4,3240.0,0,1,0
0.0,75.0,3.0,4,2016.0,0,1,0
0.0,4.0,3.0,3,1315.0,0,1,0
0.0,81.0,3.0,3,1750.0,0,1,0
0.0,9.0,2.0,2,1236.0,0,0,0
0.0,93.0,3.0,3,1800.0,1,0,0
0.0,97.0,3.0,4,1390.0,0,1,0
0.0,78.0,3.0,3,1428.0,0,0,0
0.0,9.0,3.0,4,2057.0,0,1,0
0.0,104.0,4.0,3,2578.0,1,0,0
0.0,59.0,3.0,3,2556.0,0,0,0
0.0,33.0,3.0,4,1700.0,0,1,0
0.0,98.0,3.0,4,1747.0,0,1,0
0.0,81.0,3.0,3,1600.0,1,1,0
0.0,107.0,3.0,3,1800.0,0,0,0
1.0,90.0,3.0,1,550.0,0,0,0
0.0,9.0,2.0,2,608.0,0,0,0
0.0,43.0,3.0,4,1660.0,0,1,0
0.0,106.0,2.0,2,661.0,0,0,0
0.0,6.0,3.0,4,2544.0,0,1,0
0.0,106.0,2.0,2,604.0,0,0,0
1.0,102.0,2.0,2,37.0,0,0,0
1.0,47.0,3.0,3,2250.0,0,0,0
0.0,71.0,3.0,3,3077.0,0,0,0
0.0,17.0,2.0,2,1424.0,1,0,0
1.0,38.0,4.0,4,1449.0,0,0,1
0.0,78.0,3.0,3,1428.0,0,0,0
0.0,6.0,1.0,1,301.0,0,0,0
0.0,68.0,3.0,4,2037.0,0,1,0
0.0,4.0,2.0,2,915.0,0,0,0
0.0,86.0,3.0,3,1672.0,0,0,0
0.0,112.0,3.0,3,1051.0,0,0,0
0.0,111.0,2.0,2,1131.0,1,0,0
1.0,34.0,3.0,1,1008.0,0,0,0
0.0,66.0,4.0,4,2567.0,0,1,0
0.0,96.0,3.0,3,1475.0,0,0,0
0.0,97.0,2.0,2,1464.0,0,0,1
0.0,111.0,2.0,2,535.0,0,0,0
1.0,57.0,5.0,7,7000.0,0,1,0
1.0,19.0,6.0,6,192.0,0,0,0
0.0,111.0,2.0,2,582.0,0,0,0
1.0,47.0,3.0,4,1350.0,0,0,0
0.0,105.0,4.0,4,1891.0,0,1,0
0.0,6.0,4.0,4,2851.0,0,1,0
0.0,61.0,4.0,5,3000.0,0,1,0
0.0,78.0,3.0,3,1640.0,0,0,0
0.0,0.0,3.0,3,1303.0,0,0,0
0.0,69.0,3.0,3,1766.0,0,0,0
1.0,50.0,1.0,1,1650.0,0,0,0
0.0,69.0,2.0,2,1041.0,1,0,0
0.0,39.0,3.0,2,1409.0,0,0,0
0.0,39.0,3.0,2,1484.0,0,0,0
0.0,4.0,3.0,3,1531.0,0,0,0
0.0,4.0,3.0,3,1388.0,0,1,0
0.0,89.0,3.0,4,1695.0,0,1,0
0.0,9.0,2.0,2,543.0,0,0,0
0.0,61.0,4.0,4,2076.0,0,1,0
0.0,5.0,3.0,3,1560.0,1,0,0
0.0,77.0,2.0,2,1180.0,0,0,0
0.0,74.0,3.0,3,1950.0,0,1,0
1.0,50.0,5.0,5,2700.0,1,1,0
0.0,55.0,5.0,5,3724.0,1,1,0
