property_type,sector,price,bedRoom,bathroom,built_up_area,study room,servant room,store room
flat,sector 63a,2.1,2,2,1400,0,0,0
flat,sector 65,2.24,3,3,1833,1,1,0
flat,sector 37d,1.55,3,3,1639,0,0,0
flat,sector 85,1.8,3,3,141,0,0,0
house,sector 47,4.6,1,6,1728,0,0,0
house,sector 2,5.7,9,9,2430,0,0,0
flat,sector 36,0.42,2,2,590,0,0,0
flat,sector 103,1.35,3,3,1620,1,0,0
flat,sector 85,1.04,2,3,1576,0,0,1
flat,sector 102,1.45,3,3,1493,0,1,0
flat,sector 61,1.5,2,2,1333,1,0,0
flat,sector 37d,1.65,4,3,2091,0,0,0
flat,sector 56,1.45,3,3,1900,1,1,0
flat,sector 65,4.95,3,3,2816,0,1,0
flat,sector 43,6.2,4,4,2712,0,1,0
flat,sector 81,0.65,2,2,985,0,0,0
flat,sector 49,2.65,3,4,2251,0,1,0
flat,manesar,0.95,3,4,2232,0,1,0
flat,sector 113,1.5,2,2,1418,0,0,0
flat,sector 77,0.71,2,2,1057,1,0,0
flat,sector 69,1.78,4,4,1819,0,0,0
house,sector 26,13.5,5,5,4518,1,1,0
house,sector 66,9.0,4,4,5200,0,1,1
flat,sector 88b,0.92,2,2,1300,0,0,0
flat,sector 90,1.25,3,3,1929,0,1,0
house,sector 38,3.5,3,2,1458,0,0,1
house,sector 43,1.95,3,4,1935,0,1,0
flat,sector 83,1.1,3,3,1570,0,1,0
flat,sector 102,2.15,3,4,1945,1,1,0
flat,sector 50,1.14,2,2,1330,0,0,0
flat,sector 33,1.45,3,2,1512,0,0,0
flat,sector 109,1.4,3,3,1584,0,0,0
flat,sector 88a,2.65,3,3,1582,0,0,0
flat,sector 103,0.99,3,4,1731,0,1,0
flat,sector 24,14.0,4,5,6300,0,0,0
flat,sector 57,1.12,2,2,950,0,0,0
house,sector 57,3.3,4,3,1665,1,1,1
flat,sector 69,1.55,3,3,1428,0,0,0
flat,sector 61,1.7,2,2,1278,0,0,0
flat,sector 95,0.45,2,2,632,0,0,0
flat,sector 109,1.35,3,2,1477,0,0,0
flat,sector 102,1.35,3,4,1400,0,1,0
flat,sector 95,0.8,2,2,713,1,0,0
flat,sector 92,0.85,3,3,1801,0,0,0
flat,sector 90,1.99,4,4,3030,0,1,0
flat,sector 109,1.7,3,3,2303,0,1,0
flat,gwal pahari,1.5,4,4,1850,0,0,0
flat,sector 37d,0.45,2,3,656,0,0,0
house,sector 56,8.0,10,10,8286,1,1,0
flat,sector 56,0.58,1,1,672,0,0,0
flat,sector 90,0.5,2,2,650,0,0,0
flat,sector 102,2.0,3,4,1900,1,1,0
flat,sector 56,0.65,1,1,839,0,0,0
flat,sohna road,0.42,2,2,590,0,0,0
flat,sector 95,0.82,2,2,1095,1,0,0
flat,sector 106,1.15,3,4,1305,1,1,0
flat,sector 22,4.3,3,4,2600,0,1,0
flat,sector 70a,2.5,3,3,1723,0,0,0
flat,sector 103,1.65,3,3,1683,1,0,0
flat,sector 79,1.45,2,2,1494,1,0,0
flat,sector 4,0.21,1,1,500,0,0,0
flat,sector 37c,0.75,2,2,1430,0,0,0
flat,sector 83,1.48,3,3,1549,0,1,0
flat,sector 48,5.0,3,4,4778,0,0,0
flat,sohna road,0.85,2,2,978,0,0,0
flat,sector 70,1.64,3,5,1527,0,1,0
flat,sector 111,3.45,4,5,2670,0,1,0
flat,sector 95,0.31,2,2,610,0,0,0
flat,sohna road,0.46,2,2,800,0,0,0
flat,sector 67,0.8,1,1,610,0,0,0
flat,sector 49,1.9,3,3,2006,0,1,0
flat,sector 33,2.2,3,3,1900,0,1,0
flat,sector 81,1.35,3,3,1438,0,0,1
house,sector 26,5.5,4,4,1800,1,1,0
flat,sector 61,1.6,2,2,1278,1,0,0
house,sector 12,6.0,4,6,1710,0,0,0
flat,sector 113,3.35,4,4,2991,1,1,0
house,sector 48,7.8,4,4,3240,1,1,1
flat,sector 103,0.8,2,2,1361,0,0,0
flat,sector 79,1.3,3,3,1213,0,0,0
flat,sector 92,0.8,3,3,1692,1,0,0
flat,sector 108,1.36,3,2,1343,1,1,0
house,sector 31,4.6,2,2,1426,0,0,0
flat,sector 65,2.0,2,2,1186,0,0,0
flat,sector 92,0.72,3,3,1700,0,1,0
flat,sector 83,1.76,3,3,1600,0,1,0
flat,sector 63a,3.23,3,3,1202,0,1,0
flat,sector 81,4.2,4,4,3512,0,1,0
house,sector 7,3.85,4,4,2628,0,0,0
flat,sector 104,1.8,2,3,1538,0,1,0
house,sector 8,1.6,4,6,558,0,0,0
house,sector 66,8.7,4,5,2250,1,1,0
flat,sector 56,1.5,3,3,1900,0,1,0
house,sector 104,0.48,2,2,795,1,0,0
flat,sector 79,1.2,3,3,1154,0,0,0
house,sector 11,0.95,5,3,1300,0,0,0
flat,sector 85,2.17,4,4,2600,1,1,0
flat,sector 99a,1.38,4,5,2150,0,1,0
flat,sector 90,0.65,2,2,1225,1,0,0
house,sector 43,2.75,3,3,1080,0,0,0
flat,sector 49,3.0,4,4,2200,0,1,0
flat,sector 65,2.8,3,3,1650,1,1,0
flat,sector 50,8.0,4,3,10000,0,1,0
flat,sector 65,2.8,3,3,1828,0,0,0
house,sector 57,7.25,9,9,2700,0,1,0
house,sector 28,11.25,9,9,3240,0,1,1
house,sector 112,7.99,4,6,6382,0,1,1
flat,sector 112,3.4,3,3,2225,0,0,0
house,sector 7,8.0,4,5,3600,1,1,0
flat,sector 107,1.2,3,3,1750,0,0,0
flat,sector 65,2.25,3,3,1493,1,1,0
flat,sector 102,0.97,2,2,742,0,0,0
house,sector 11,1.8,8,5,2476,0,0,0
flat,sector 92,1.1,3,2,2350,0,0,0
flat,manesar,0.75,3,3,1914,0,1,0
house,sector 105,1.35,5,3,3500,0,0,0
flat,sector 22,6.16,4,5,3333,0,1,0
flat,sector 67,4.55,4,4,2833,0,1,0
flat,manesar,0.48,2,2,993,0,0,0
house,sector 41,11.0,4,4,3240,1,1,0
flat,sector 89,0.75,2,2,1032,0,0,0
flat,sector 86,0.5,2,2,668,0,0,0
house,sector 39,0.34,1,1,450,0,0,0
flat,sector 85,1.06,2,2,1512,0,0,0
flat,sector 79,1.69,3,3,1795,0,0,0
flat,sector 37c,1.22,3,4,1665,0,0,0
flat,sector 102,1.8,3,4,1710,0,1,0
flat,sector 95,0.22,1,1,308,0,0,0
house,sector 86,2.5,4,4,3400,1,1,1
flat,sector 81,2.91,4,5,3017,0,1,0
house,sector 49,2.8,3,3,1800,0,0,0
flat,sector 69,1.4,3,3,1419,0,0,0
flat,sector 33,1.65,2,2,1279,0,0,0
house,sector 3 phase 3 extension,0.7,2,3,999,0,0,1
house,sector 11,0.44,3,2,128,0,0,0
flat,sector 37d,1.1,3,3,1439,0,0,0
flat,sector 106,1.25,3,4,1186,1,1,0
flat,sector 104,1.59,2,2,1403,0,0,0
flat,sector 66,4.85,4,4,3500,1,1,1
flat,sector 81,3.45,4,4,2599,0,1,0
house,sector 24,3.25,4,4,1070,0,0,0
flat,sector 112,3.65,3,4,2225,0,1,0
house,sector 105,0.38,2,2,56,0,0,0
flat,sohna road,0.29,2,2,534,0,0,0
house,sector 26,16.0,4,4,4235,1,0,1
flat,sector 106,1.35,4,4,2100,0,1,0
flat,sector 95,0.38,3,2,716,0,0,0
flat,sector 113,2.48,3,3,1980,0,1,0
flat,sector 99a,1.35,3,5,1807,0,1,0
flat,sector 86,0.64,2,2,1360,0,0,0
flat,sector 99a,1.45,3,5,1807,0,1,0
flat,sector 65,2.35,3,3,1500,1,1,0
flat,sector 50,1.8,3,4,1870,0,1,0
flat,sector 99,0.72,2,2,784,0,0,1
flat,sector 2,1.18,2,2,1416,1,0,0
flat,sector 70,1.65,3,4,1527,0,1,0
house,sector 70a,4.7,4,4,2610,0,0,0
flat,sector 86,1.3,3,3,1747,0,1,0
flat,sector 5,0.26,1,1,648,0,0,0
flat,sohna road,0.25,1,1,386,0,0,0
flat,sector 69,1.4,3,3,1428,0,0,0
house,sector 63,8.5,4,4,3950,0,0,0
house,sector 38,3.5,3,3,1440,0,0,0
flat,sector 102,2.12,3,3,1571,0,0,0
house,sector 105,0.43,3,3,1050,0,0,0
flat,sector 65,2.35,3,3,1650,1,1,0
flat,sohna road,0.4,2,2,900,0,0,0
flat,sector 111,2.58,3,4,2200,0,1,0
flat,sector 102,1.95,3,3,1676,0,0,0
flat,sector 49,2.7,3,4,2159,0,0,0
flat,sector 62,0.9,1,1,639,0,0,0
house,sector 50,10.55,5,5,3240,1,1,0
flat,sector 4,0.36,2,2,1056,0,0,0
flat,sector 84,1.1,3,3,1710,0,0,0
flat,sector 78,1.05,3,3,1853,0,0,0
flat,sector 92,0.39,3,3,713,0,0,0
flat,sector 37c,1.0,3,3,1697,0,0,0
flat,sector 103,1.15,2,2,1250,1,0,0
flat,sector 85,1.24,2,2,1730,0,0,0
flat,sector 68,2.22,3,2,1403,0,0,0
flat,sector 78,4.75,3,3,2813,0,1,0
flat,sector 48,1.78,3,4,1526,1,0,0
flat,sector 109,1.7,3,3,1550,0,0,0
flat,sector 67a,2.08,3,3,1563,0,0,0
flat,sector 36,0.72,3,2,1244,0,0,0
flat,sector 85,1.35,2,2,102,0,0,0
flat,sector 83,1.73,3,3,1600,0,1,0
house,sector 48,6.0,4,4,2700,0,1,0
flat,sector 104,2.78,4,4,2851,0,1,0
house,sector 67a,1.83,4,4,2700,0,0,0
house,sector 86,2.47,4,4,2800,0,1,0
flat,sector 90,0.5,2,2,796,0,0,0
flat,sector 90,1.13,3,3,1566,0,0,0
flat,sector 79,1.85,3,3,1650,0,1,0
flat,sector 111,5.25,4,6,4072,0,1,0
flat,sector 93,0.85,2,2,597,0,0,0
house,sector 7,0.66,3,1,550,0,0,0
flat,sohna road,0.95,3,2,1210,0,0,0
flat,sector 107,0.28,2,2,543,0,0,0
flat,sector 65,2.1,2,2,1015,0,0,0
flat,sector 48,2.65,4,4,2134,1,1,0
flat,sohna road,0.79,3,2,978,0,0,0
flat,sector 85,1.98,3,4,2399,0,0,1
flat,sector 65,2.5,3,3,1654,0,0,0
flat,sector 104,1.2,3,2,1607,1,0,0
flat,sector 57,5.5,5,6,5010,0,1,0
flat,sector 91,1.8,4,4,2604,0,1,0
flat,sector 113,2.78,3,4,2350,0,1,0
flat,sector 104,2.65,3,4,2090,0,1,0
flat,sector 81,2.7,3,3,2343,0,1,0
flat,sector 104,1.83,3,4,2000,0,1,0
house,sector 92,0.75,2,2,959,0,0,0
flat,sector 89,0.5,2,2,672,0,0,0
flat,sector 33,1.2,2,2,1111,0,0,0
flat,sector 37d,1.2,3,2,1900,0,1,0
flat,sector 66,3.45,3,4,2000,0,1,0
flat,sector 82a,2.2,3,3,1893,0,1,0
flat,sector 82,0.85,2,2,1294,1,0,0
house,sector 109,6.25,5,7,6228,1,1,1
flat,sector 84,1.52,3,4,1703,0,1,0
flat,sector 11,0.8,3,2,1403,0,0,0
house,sector 50,7.45,4,4,4500,0,1,0
flat,sector 81,2.4,3,4,2407,1,1,0
flat,sector 102,0.97,2,2,747,0,0,0
flat,sector 90,1.0,3,4,1765,0,1,0
flat,sector 3 phase 2,0.55,2,2,778,1,0,0
flat,sector 33,2.96,4,4,2371,0,1,0
flat,sector 95,0.48,2,2,744,0,0,0
flat,sector 85,1.1,2,2,1600,0,0,0
house,sector 17a,1.52,2,2,105,0,0,0
flat,sohna road,0.74,2,2,1344,0,0,0
flat,sector 6,0.48,3,2,111,0,0,0
flat,sector 79,1.1,2,2,1223,0,0,0
flat,sector 36,0.24,1,1,458,0,0,0
flat,sector 71,0.65,2,2,590,0,0,0
house,sector 43,6.25,7,7,2034,1,1,1
flat,sector 108,0.98,2,3,978,1,0,0
flat,sector 70a,1.64,3,3,1950,0,1,0
flat,sector 30,0.69,2,2,896,0,0,0
flat,sector 67a,1.8,3,3,1551,0,1,1
flat,sector 47,0.65,1,1,599,0,0,0
flat,sector 102,2.15,3,3,1690,0,0,0
flat,sector 91,0.95,2,2,1186,0,0,0
flat,sector 83,1.05,3,2,1600,0,0,0
flat,sector 65,2.1,2,2,1186,0,0,0
flat,sohna road,0.28,1,1,443,0,0,0
flat,sector 85,1.84,3,4,2026,0,0,0
house,sector 4,1.25,2,3,160,0,0,0
flat,sector 70a,1.25,3,3,1300,0,0,0
flat,sohna road,1.14,3,3,1382,0,0,0
flat,sector 69,1.7,3,3,1428,0,0,0
flat,sector 79,1.35,2,2,1350,1,0,0
flat,sector 53,5.0,3,4,2500,0,1,0
house,sector 26,18.0,6,6,4518,0,1,0
flat,sector 85,1.65,3,4,2179,0,0,0
house,sector 11,0.9,1,5,800,0,0,0
flat,sector 102,2.03,3,3,1337,0,0,0
flat,sector 65,4.6,3,3,1717,1,1,1
house,sector 9,3.4,9,9,2628,0,0,0
house,sector 40,2.1,3,3,900,0,0,0
flat,sector 48,11.25,4,5,4422,0,1,0
house,sector 25,7.3,9,9,5800,0,1,1
house,sector 48,22.0,5,6,8250,0,1,0
flat,sector 69,0.9,3,2,1473,0,0,0
flat,sector 102,1.42,3,3,1314,0,0,0
house,sector 70a,5.25,5,4,2610,0,1,0
flat,sector 28,2.25,3,3,1700,0,1,0
flat,sector 33,1.79,3,3,1619,0,0,0
flat,sector 91,1.5,3,4,1786,1,1,0
flat,sector 84,0.35,2,2,528,0,0,0
flat,sector 72,1.9,3,3,1975,0,0,0
flat,sector 69,1.6,3,3,1428,0,0,0
flat,sector 65,2.35,3,3,1833,1,1,0
flat,sector 65,1.73,3,3,1262,0,1,0
flat,sohna road,0.4,2,2,561,0,0,0
flat,gwal pahari,0.95,3,3,1778,0,0,0
house,sector 26,4.0,4,4,1350,0,0,1
flat,sector 81,2.35,3,4,2511,0,1,0
flat,sector 84,0.94,3,2,1222,1,0,0
house,sector 45,7.35,6,4,2475,1,1,1
flat,sector 69,1.6,3,3,1428,0,0,0
flat,sector 56,0.55,1,2,678,0,0,0
flat,sector 43,2.0,3,3,1273,0,0,0
flat,sohna road road,1.5,2,2,1361,0,0,0
flat,sector 66,3.5,3,3,2200,1,0,0
flat,sector 92,0.85,4,4,1607,0,0,0
house,sector 50,13.2,6,6,4861,0,0,0
flat,sector 85,2.09,4,4,2600,1,1,0
flat,sector 69,1.9,4,4,1743,0,0,1
house,sector 81,4.35,4,4,5480,0,1,1
flat,sector 61,2.0,3,3,1538,0,0,0
flat,sector 110,2.25,4,4,2350,0,1,0
flat,sector 81,2.25,3,3,1929,0,1,0
flat,sector 102,1.49,3,3,1315,0,0,0
flat,sector 77,0.8,2,2,1163,0,0,0
house,sector 43,10.5,4,4,3762,0,1,0
flat,sector 113,3.45,4,4,2353,1,1,0
flat,sector 90,1.88,4,4,2726,0,1,0
flat,sector 82,1.12,3,3,1588,0,0,0
flat,sector 70a,1.1,2,2,1312,1,0,0
flat,sector 90,0.65,2,2,1222,1,0,0
flat,sector 85,1.09,2,2,1475,0,0,0
flat,sector 83,1.55,3,3,1400,0,1,0
flat,sector 92,0.71,3,3,1596,0,0,0
flat,sector 107,1.65,4,5,2505,0,1,0
flat,sector 92,0.66,3,2,1473,0,0,0
flat,sector 76,0.75,2,2,1199,0,0,0
flat,sector 47,1.65,3,3,1906,0,0,0
flat,sector 37d,1.95,4,3,1650,0,0,0
flat,sector 12,0.6,2,2,800,0,0,0
flat,sohna road,0.24,2,2,516,0,0,0
flat,sector 90,0.86,3,4,1525,0,1,0
flat,sector 86,1.55,3,3,1900,0,0,0
flat,sector 92,1.68,3,4,1804,0,1,0
house,sector 31,4.6,2,4,1460,0,0,0
flat,sector 79,1.2,3,3,1321,1,0,0
flat,sector 37c,0.6,2,2,1180,1,0,0
flat,sector 113,2.45,3,3,1890,1,0,0
flat,sohna road,0.35,2,2,556,0,0,0
flat,sector 65,3.67,3,3,2040,0,1,0
flat,sector 90,0.38,2,2,767,0,0,0
house,sector 109,11.25,7,5,4500,1,1,0
flat,sector 85,1.98,3,4,2300,0,0,0
flat,sector 92,0.85,3,3,1423,0,0,0
house,sector 28,11.75,4,5,2844,1,1,1
flat,sector 109,1.75,3,4,1797,0,1,0
flat,sector 85,1.2,3,4,1650,0,1,0
flat,sector 106,1.13,3,4,1186,1,1,0
house,sector 82,7.0,4,4,3900,0,1,0
house,sector 48,18.5,4,4,7000,0,0,0
house,sector 4,0.61,2,2,61,0,0,0
flat,sector 92,0.61,3,2,1141,0,0,0
flat,sector 90,1.26,3,3,1650,0,0,0
flat,sector 12,1.15,3,4,2000,1,1,0
flat,sector 76,4.0,4,4,3889,1,1,0
flat,sector 103,1.57,3,3,1845,0,0,0
flat,sector 69,1.31,3,3,1392,0,0,0
flat,sector 69,1.75,4,4,1783,0,0,0
flat,sector 108,0.87,2,3,978,0,1,0
house,sector 11,1.2,7,3,300,0,0,0
flat,sector 82,0.99,3,4,1620,0,1,0
flat,sector 43,2.5,4,4,2722,0,1,0
flat,sector 78,0.8,3,2,1472,0,0,0
flat,sector 104,2.62,4,4,2851,0,1,0
flat,sector 113,1.75,2,2,1430,1,0,0
flat,sector 90,0.66,2,2,1122,1,0,0
flat,sector 36a,2.2,2,2,1338,0,0,0
flat,sector 107,0.94,2,2,1236,0,0,0
flat,sector 9a,1.5,4,3,2056,0,0,0
house,sector 48,7.65,4,4,4000,1,1,0
flat,sector 61,2.41,3,3,1630,0,0,0
flat,sohna road,0.2,1,1,474,0,0,0
house,sector 26,9.0,5,5,2700,1,1,1
flat,sector 37d,1.98,3,3,1983,1,0,0
house,sector 26,23.0,4,4,9000,1,1,1
flat,sector 67,3.32,4,5,2385,0,1,0
flat,sector 82,0.8,2,2,1383,0,0,0
flat,sector 61,2.3,3,3,1475,1,0,0
flat,sector 89,1.33,3,3,1423,1,0,0
flat,sector 85,2.7,4,4,3151,0,0,0
house,sector 39,7.0,10,11,7000,0,0,0
flat,sector 37d,1.0,3,5,1833,0,1,0
flat,sector 88a,1.4,3,3,1674,0,0,0
flat,sector 50,2.6,3,4,2700,0,1,0
flat,sector 62,8.35,4,6,3872,0,1,0
flat,sector 102,2.65,4,5,2311,0,1,0
flat,sector 65,3.5,4,4,1975,0,1,0
flat,sector 74,1.78,2,2,1582,0,0,0
flat,sector 79,1.2,3,3,1348,0,0,0
flat,sector 92,1.55,3,3,1792,0,1,0
house,sector 24,2.6,4,4,1080,1,0,1
flat,sector 39,1.75,3,4,2222,0,1,0
flat,sohna road,0.27,2,2,508,0,0,0
house,sector 46,4.25,5,4,1836,0,0,1
flat,sector 37d,1.45,3,3,1711,0,0,0
flat,sector 90,0.75,2,2,1444,0,0,0
flat,sector 82,1.45,4,3,1800,0,0,0
flat,sohna road,0.53,2,2,939,0,0,0
flat,sector 82,1.12,3,4,1500,0,1,0
flat,sector 70a,2.3,3,3,1946,0,0,1
flat,sector 92,1.12,4,4,2322,0,1,0
house,sector 92,1.8,4,5,2360,0,0,0
flat,sector 90,1.17,3,3,1630,0,0,0
flat,sector 86,0.45,2,2,637,0,0,0
flat,sector 63a,2.0,3,3,1540,0,0,0
flat,sector 95,0.26,1,1,422,0,0,0
house,sector 48,8.5,4,6,3240,0,1,0
flat,sector 69,1.68,4,4,1819,0,0,0
flat,sector 37d,0.65,2,2,625,0,0,0
flat,sector 22,2.55,3,3,1860,0,0,0
house,sector 25,13.5,9,9,7000,0,0,0
flat,sector 69,1.7,4,4,1819,0,0,0
flat,sohna road,0.27,2,2,509,0,0,0
flat,sector 92,0.7,2,2,1217,1,0,0
flat,sector 82a,2.55,4,4,2273,0,0,0
house,sector 38,3.5,3,2,1722,0,0,0
house,sector 4,0.7,3,3,117,0,0,0
house,sector 4,4.75,5,5,5067,1,1,0
house,sector 24,11.0,8,11,5000,1,1,0
flat,sector 37d,1.0,3,3,1250,0,0,0
flat,sohna road,0.3,2,2,567,0,0,0
flat,sector 103,1.32,3,3,1300,1,0,0
flat,sector 92,0.9,4,5,1805,0,1,0
flat,sector 81,1.15,3,2,1463,1,0,0
flat,sector 67,3.32,3,4,2016,0,1,0
house,sector 33,11.5,5,6,4680,0,1,0
house,sector 109,8.75,5,5,3600,1,1,1
flat,sector 79,1.25,3,3,1058,1,0,0
flat,sector 65,7.0,3,3,4278,0,0,1
flat,sector 99,0.82,2,2,1365,0,0,0
flat,sector 99,0.92,2,2,1235,0,0,0
house,sector 26,16.0,5,6,4500,0,0,0
flat,sector 37d,1.8,4,3,2025,1,1,0
flat,sector 86,0.8,2,2,1360,0,0,0
house,sector 9,0.6,3,3,558,0,0,0
house,sector 43,27.5,6,7,11286,1,1,0
flat,sector 89,1.1,2,2,1226,0,0,1
flat,sector 102,1.6,2,2,1368,0,0,0
house,sector 26,7.0,5,5,1783,0,1,0
flat,sector 86,1.3,2,3,944,1,0,0
flat,sector 2,1.59,3,4,1738,0,1,0
flat,sector 33,1.08,2,2,85,0,0,0
flat,sector 63,3.25,3,3,2700,0,0,0
house,sector 3,0.9,3,3,112,0,0,0
flat,sector 88a,1.15,2,2,120,1,0,0
flat,sector 61,1.47,2,2,1278,1,0,0
flat,sector 81,2.2,3,4,2481,0,1,0
flat,sector 33,1.31,2,2,85,0,0,0
flat,sector 103,0.89,2,3,1257,0,1,0
house,sector 24,1.44,4,2,540,0,0,0
house,sector 108,1.34,1,1,2680,0,0,0
house,sector 7,0.53,2,2,900,0,0,0
flat,sector 102,1.82,3,4,1757,0,1,0
flat,sector 68,0.8,2,2,1180,0,0,0
flat,sector 56,1.39,3,2,1750,0,1,0
flat,sector 50,1.88,3,3,1790,0,0,0
flat,sector 65,2.79,3,3,1969,0,0,0
flat,sector 61,2.5,3,3,1549,0,0,0
flat,sector 31,1.25,2,2,1200,0,0,0
flat,sector 107,0.37,2,2,496,0,0,0
flat,sector 33,0.4,2,2,623,0,0,0
flat,manesar,0.9,3,3,1900,0,1,0
flat,sector 28,2.35,3,3,1608,0,1,0
house,sector 26,17.3,6,7,4518,1,1,1
house,sector 25,6.5,5,5,1800,1,1,1
flat,sector 43,1.5,3,3,1385,0,0,1
flat,sector 85,1.73,4,5,2017,0,1,0
flat,sector 72,5.0,4,4,4000,1,1,1
flat,sector 69,1.7,4,4,1804,1,1,1
flat,sector 61,2.57,3,3,1630,1,0,0
flat,sector 85,2.2,4,6,3920,0,1,0
flat,sector 86,1.55,4,4,2038,0,1,0
flat,sector 95,0.6,2,2,1250,0,0,0
flat,sector 70a,2.55,3,3,2000,0,1,0
flat,manesar,1.25,3,3,2944,0,1,0
flat,sector 104,1.35,3,2,1094,0,0,0
flat,sector 3,0.58,2,2,900,0,0,0
flat,sector 80,0.85,1,1,761,0,0,0
flat,sector 22,3.5,3,4,2000,0,1,0
flat,sector 48,1.42,3,3,1493,0,0,1
flat,sector 72,3.5,4,5,2625,0,1,0
flat,sector 79,1.47,2,2,93,1,0,0
flat,sohna road,0.73,2,2,978,0,0,0
house,sector 25,4.45,4,3,1350,0,0,1
house,sector 103,2.25,3,5,3534,0,0,0
flat,sector 69,1.65,3,3,1578,0,0,0
house,sector 7,0.75,3,5,600,0,0,0
flat,sector 79,0.78,2,2,1172,0,0,0
flat,sector 50,1.05,2,2,1098,0,0,0
flat,sector 56,1.54,3,3,1920,0,1,0
flat,sector 50,2.35,3,3,1950,0,0,0
flat,sector 69,1.85,4,4,1819,0,0,0
flat,sector 84,0.34,2,2,533,0,0,1
flat,sector 95,0.25,1,1,344,0,0,0
flat,sector 4,1.05,3,2,1500,0,0,0
house,sector 50,11.29,5,5,3240,1,0,0
house,sector 52,8.0,6,5,3132,0,0,0
flat,sector 2,0.4,1,1,450,0,0,0
flat,sector 37c,1.5,3,4,2134,0,1,0
flat,sector 106,1.5,4,6,1535,0,1,0
house,sector 5,3.5,5,4,2367,0,0,0
flat,sector 21,1.3,5,5,2400,1,1,1
house,sector 15,1.8,4,3,1800,0,0,0
flat,sector 99a,1.23,3,5,1807,0,1,0
flat,sector 92,0.85,3,2,1261,0,0,0
flat,sector 22,3.99,3,5,2796,0,1,0
flat,sector 84,0.3,1,1,500,0,0,0
flat,sector 79,0.83,2,2,1700,1,0,0
house,sector 9a,4.5,9,9,3150,1,0,0
flat,sector 84,0.35,2,2,537,0,0,0
flat,sector 89,1.85,3,3,1946,0,1,0
flat,sector 61,1.6,2,2,1278,0,0,0
flat,sector 84,0.79,3,3,1561,0,0,0
flat,sector 36a,0.65,2,2,657,0,0,0
flat,sector 110,1.6,2,2,73,0,0,0
flat,sector 85,2.0,3,4,2026,0,1,0
house,sector 9,0.5,3,2,822,0,0,0
flat,sector 89,1.5,3,3,1944,0,0,0
flat,sector 90,1.51,4,4,2362,0,1,0
flat,sector 81,2.25,3,4,2300,1,1,1
flat,sector 79,1.55,3,4,1416,0,1,0
flat,sector 91,1.65,4,4,2139,0,1,0
flat,sector 67,3.5,3,4,2134,0,1,0
house,sector 28,2.58,4,2,1458,0,0,0
flat,sector 103,1.1,3,3,1500,0,0,0
flat,manesar,0.5,2,2,1300,0,0,0
flat,sector 85,1.05,2,2,1484,0,0,0
flat,sector 67a,0.55,2,2,581,0,0,0
flat,sector 90,0.7,2,2,1350,1,0,0
flat,sector 81,1.0,2,2,1131,0,0,0
flat,sector 54,1.75,3,4,1900,0,1,0
flat,sohna road,0.9,3,3,1599,0,0,0
flat,sector 103,1.01,2,2,1338,0,0,1
house,sector 109,9.5,5,5,3600,1,1,1
house,sector 28,9.0,6,7,3240,1,1,1
house,sector 82,3.2,3,4,2160,1,1,1
flat,sector 106,0.97,2,2,1200,0,0,0
house,sector 48,7.35,4,5,3222,1,1,1
flat,sector 92,0.82,3,3,1523,0,0,0
house,sector 8,0.32,2,3,450,0,0,0
flat,sector 86,1.4,4,4,2132,0,1,0
flat,sector 70,2.35,4,4,2667,0,1,0
flat,sector 33,3.3,3,3,2667,1,1,1
flat,sector 61,2.0,3,3,1721,0,0,0
flat,sector 82a,2.7,4,4,2576,0,1,0
house,sector 82,5.0,4,4,3240,0,1,1
house,sector 4,0.65,1,1,70,0,0,0
flat,sector 72,3.4,3,4,2185,0,1,0
flat,sector 111,3.9,4,5,2996,0,1,0
flat,sector 66,1.51,2,2,1188,0,0,0
flat,sector 86,1.6,3,3,1746,0,0,0
flat,sector 92,1.25,3,3,2278,0,1,0
flat,sohna road,0.4,2,2,669,0,0,0
flat,sector 37c,1.1,3,4,1899,1,1,0
flat,sector 83,1.0,3,3,1575,0,0,1
flat,sector 79,1.93,3,4,2047,0,1,0
flat,sector 85,1.05,2,2,1512,0,0,1
flat,sector 68,0.82,2,2,1068,0,0,0
flat,sector 85,0.55,2,2,1050,0,0,0
house,sector 103,3.15,4,5,4700,0,0,0
flat,sector 102,1.6,3,3,1315,0,0,0
flat,sector 47,2.4,3,3,1888,0,1,0
flat,sector 90,1.3,4,5,2134,1,1,0
house,sector 106,5.6,5,4,4000,1,1,1
flat,sector 48,1.8,3,4,1951,1,0,0
flat,sector 109,1.68,3,3,2303,0,1,0
house,sector 49,6.75,5,4,4500,0,0,0
flat,sector 76,1.46,4,6,2398,0,1,0
flat,sector 78,1.2,3,3,2045,0,0,0
flat,sector 11,0.36,2,2,699,0,0,0
flat,sohna road,0.25,2,2,535,0,0,0
flat,sector 4,0.39,2,2,950,0,0,0
house,sector 7,0.45,3,2,1000,0,0,0
house,sector 43,10.85,8,8,3762,1,1,1
house,sector 11,0.9,1,4,900,0,0,0
flat,sector 85,1.3,2,2,1484,0,0,0
flat,sector 90,2.0,4,4,2468,0,1,0
flat,sector 72,3.85,4,5,2629,0,1,0
flat,sector 107,0.28,2,2,543,0,0,0
house,sector 48,4.75,7,7,2340,1,0,0
flat,sector 92,0.5,2,2,905,0,0,0
flat,sector 70a,1.3,2,2,1426,0,0,0
flat,sector 89,1.2,3,3,1581,0,0,0
flat,sector 112,2.5,2,2,1939,1,0,0
flat,sector 88b,0.92,2,2,1350,0,0,0
